_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.uid,_source.data.gid,_source.data.shell,_source.data.dstuser,_source.data.home,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.iso_27001-2013,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.compliance.pci_dss_v4.0,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.nist_sp_800-53,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.iso_27001-2013,_source.rule.mitre_mitigations,_source.rule.soc_2,_source.rule.cis_csc_v7,_source.data.sca.check.file,_source.data.sca.check.references,_source.data.sca.check.directory,_source.previous_output,_source.previous_log,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.size_after,_source.syscheck.gid_after,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.gname_after,_source.syscheck.uid_after,_source.syscheck.perm_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha256_after,_source.syscheck.inode_after,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.mtime_before,_source.syscheck.changed_attributes,_source.syscheck.sha1_before,_source.syscheck.size_before,_source.syscheck.inode_before,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed
wazuh-alerts-4.x-2026.01.23,2YEd7ZsBlRQmCRKOeycw,1,1,VM,useradd,Jan 23 22:57:43,VM,000,VM,130,138,"/bin/false,",wazuh-dashboard,/nonexistent,false,8,"[""10.2.7"",""10.2.5"",""8.1.2""]","[""164.312.b"",""164.312.a.2.I"",""164.312.a.2.II""]","[""CC6.8"",""CC7.2"",""CC7.3""]",New user added to the system.,"[""syslog"",""adduser""]","[""AU.14"",""AC.7"",""AC.2"",""IA.4""]","[""IV_35.7.d"",""IV_32.2""]",1,"[""Create Account""]","[""T1136""]","[""Persistence""]",5902,"[""4.13""]",useradd,useradd,"Jan 23 22:57:43 VM useradd[115723]: new user: name=wazuh-dashboard, UID=130, GID=138, home=/nonexistent, shell=/bin/false, from=/dev/pts/1",log,"Jan 23, 2026 @ 17:57:44.355",journald,1769209064.798138,"Jan 23, 2026 @ 17:57:44.355", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,A4Ed7ZsBlRQmCRKObicU,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]","[""AU.6"",""AU.14""]","[""IV_35.7.d""]",1, , , ,2902,"[""4.10""]", ,dpkg-decoder,2026-01-23 17:57:16 status installed filebeat:amd64 7.10.2-2,log,"Jan 23, 2026 @ 17:57:18.259",/var/log/dpkg.log,1769209038.1088,"Jan 23, 2026 @ 17:57:18.259",status installed,filebeat,amd64,7.10.2-2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,B4Ed7ZsBlRQmCRKObicU,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nodev option set on /tmp partition.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",2, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:35.761",sca,1769209055.9460,"Jan 23, 2026 @ 17:57:35.761", , , , ,1521831292,failed,"Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /tmp partition. Example: <device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /tmp with the configured options: # mount -o remount /tmp.",3.3,"164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","AC-5,AC-6",TA0005,T1200,1.1.2.2,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,M1022,"1.3.1,7.1","CC5.2,CC6.1","7.1,7.1.1,7.1.2,7.1.3",14.6,The nodev mount option specifies that the filesystem cannot contain special devices.,19001,Ensure nodev option set on /tmp partition.,"Since the /tmp filesystem is not intended to support devices, set this option to ensure that users cannot create block or character special devices in /tmp.","[""findmnt -kn /tmp""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1200""]","[""1.1.2.2""]","[""A.9.1.1""]","[""M1022""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,EIEd7ZsBlRQmCRKObicU,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nosuid option set on /var/tmp partition.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",11, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:35.883",sca,1769209055.42230,"Jan 23, 2026 @ 17:57:35.883", , , , ,1521831292,failed,"IF the /var/tmp partition exists, edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/tmp partition. Example: <device> /var/tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/tmp with the configured options: # mount -o remount /var/tmp.",3.3,"164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","AC-5,AC-6",TA0005,"T1548,T1548.001",1.1.4.4,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,"M1022,M1038","1.3.1,7.1","CC5.2,CC6.1","7.1,7.1.1,7.1.2,7.1.3",14.6,The nosuid mount option specifies that the filesystem cannot contain setuid files.,19010,Ensure nosuid option set on /var/tmp partition.,"Since the /var/tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /var/tmp.","[""findmnt -kn /var/tmp""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1548"",""T1548.001""]","[""1.1.4.4""]","[""A.9.1.1""]","[""M1022"",""M1038""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,E4Ed7ZsBlRQmCRKObicU,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure noexec option set on /var/log partition.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",14, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:35.912",sca,1769209055.52630,"Jan 23, 2026 @ 17:57:35.912", , , , ,1521831292,failed,"IF the /var/log partition exists, edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.",3.3,"164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","AC-5,AC-6",TA0005,"T1204,T1204.002",1.1.5.3,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,M1022,"1.3.1,7.1","CC5.2,CC6.1","7.1,7.1.1,7.1.2,7.1.3",14.6,The noexec mount option specifies that the filesystem cannot contain executable binaries.,19013,Ensure noexec option set on /var/log partition.,"Since the /var/log filesystem is only intended for log files, set this option to ensure that users cannot run executable binaries from /var/log.","[""findmnt -kn /var/log""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1204"",""T1204.002""]","[""1.1.5.3""]","[""A.9.1.1""]","[""M1022""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,F4Ed7ZsBlRQmCRKObicU,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure noexec option set on /var/log/audit partition.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",18, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:35.965",sca,1769209055.66830,"Jan 23, 2026 @ 17:57:35.965", , , , ,1521831292,failed,"IF the /var/log/audit partition exists, edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.",3.3,"164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","AC-5,AC-6",TA0005,"T1204,T1204.002",1.1.6.3,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,M1022,"1.3.1,7.1","CC5.2,CC6.1","7.1,7.1.1,7.1.2,7.1.3",14.6,The noexec mount option specifies that the filesystem cannot contain executable binaries.,19017,Ensure noexec option set on /var/log/audit partition.,"Since the /var/log/audit filesystem is only intended for audit logs, set this option to ensure that users cannot run executable binaries from /var/log/audit.","[""findmnt -kn /var/log/audit""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1204"",""T1204.002""]","[""1.1.6.3""]","[""A.9.1.1""]","[""M1022""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,GIEd7ZsBlRQmCRKObicU,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nosuid option set on /var/log/audit partition.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",19, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:35.980",sca,1769209055.70108,"Jan 23, 2026 @ 17:57:35.980", , , , ,1521831292,failed,"IF the /var/log/audit partition exists, edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log/audit partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.",3.3,"164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","AC-5,AC-6",TA0005,"T1548,T1548.001",1.1.6.4,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,M1022,"1.3.1,7.1","CC5.2,CC6.1","7.1,7.1.1,7.1.2,7.1.3",14.6,The nosuid mount option specifies that the filesystem cannot contain setuid files.,19018,Ensure nosuid option set on /var/log/audit partition.,"Since the /var/log/audit filesystem is only intended for variable files such as logs, set this option to ensure that users cannot create setuid files in /var/log/audit.","[""findmnt -kn /var/log/audit""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1548"",""T1548.001""]","[""1.1.6.4""]","[""A.9.1.1""]","[""M1022""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,HIEd7ZsBlRQmCRKObicV,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure noexec option set on /dev/shm partition.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",22, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:36.051",sca,1769209056.85002,"Jan 23, 2026 @ 17:57:36.051", , , , ,1521831292,failed,"Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /dev/shm partition. Example: tmpfs /dev/shm tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /dev/shm with the configured options: # mount -o remount /dev/shm Note: It is recommended to use tmpfs as the device/filesystem type as /dev/shm is used as shared memory space by applications.",3.3,"164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","AC-5,AC-6",TA0005,"T1204,T1204.002",1.1.8.2,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,M1022,"1.3.1,7.1","CC5.2,CC6.1","7.1,7.1.1,7.1.2,7.1.3",14.6,The noexec mount option specifies that the filesystem cannot contain executable binaries.,19023,Ensure noexec option set on /dev/shm partition.,Setting this option on a file system prevents users from executing programs from shared memory. This deters users from introducing potentially malicious software on the system.,"[""findmnt -kn /dev/shm ""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1204"",""T1204.002""]","[""1.1.8.2""]","[""A.9.1.1""]","[""M1022""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,IIEd7ZsBlRQmCRKObicV,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]","[""164.312(b)"",""164.312(c)(1)"",""164.312(c)(2)""]","[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure AIDE is installed.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",24, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:36.068",sca,1769209056.97415,"Jan 23, 2026 @ 17:57:36.068", , , , ,1521831292,failed,Install AIDE using the appropriate package manager or manual installation: # apt install aide aide-common Configure AIDE as appropriate for your environment. Consult the AIDE documentation for options. Run the following commands to initialize AIDE: # aideinit # mv /var/lib/aide/aide.db.new /var/lib/aide/aide.db.,3.14,"164.312(b),164.312(c)(1),164.312(c)(2)",AC-6(9), ,"T1036,T1036.002,T1036.003,T1036.004,T1036.005,T1565,T1565.001",1.2.1,AC.L2-3.1.7,A.12.4.3, ,"10.2.1,10.2.1.1",CC6.1,"10.2.1,11.5",14.9,"AIDE takes a snapshot of filesystem state including modification times, permissions, and file hashes which can then be used to compare against the current state of the filesystem to detect modifications to the system.",19026,Ensure AIDE is installed.,By monitoring the filesystem state compromised files can be detected to prevent or limit the exposure of accidental or malicious misconfigurations or modified binaries.,"[""dpkg -s aide""]",check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""3.14""]","[""AC-6(9)""]", ,"[""T1036"",""T1036.002"",""T1036.003"",""T1036.004"",""T1036.005"",""T1565"",""T1565.001""]","[""1.2.1""]","[""A.12.4.3""]", ,"[""CC6.1""]","[""14.9""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.01.23,IoEd7ZsBlRQmCRKObicV,1,1, , , ,VM,000,VM, , , , , ,false,7,"[""2.2""]", ,"[""CC7.1"",""CC7.2""]",CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure bootloader password is set.,"[""sca""]","[""CM.1""]","[""IV_35.7.d""]",26, , , ,19007, , ,sca, ,log,"Jan 23, 2026 @ 17:57:36.090",sca,1769209056.105597,"Jan 23, 2026 @ 17:57:36.090", , , , ,1521831292,failed,"Create an encrypted password with grub-mkpasswd-pbkdf2: # grub-mkpasswd-pbkdf2 Enter password: <password> Reenter password: <password> PBKDF2 hash of your password is <encrypted-password> Add the following into a custom /etc/grub.d configuration file: cat <<EOF set superusers=""<username>"" password_pbkdf2 <username> <encrypted-password> EOF The superuser/user information and password should not be contained in the /etc/grub.d/00_header file as this file could be overwritten in a package update. If there is a requirement to be able to boot/reboot without entering the password, edit /etc/grub.d/10_linux and add --unrestricted to the line CLASS= Example: CLASS=""--class gnu-linux --class gnu --class os --unrestricted"" Run the following command to update the grub2 configuration: # update-grub.",5.2, , ,TA0003,T1542,1.4.1,IA.L2-3.5.7,A.9.4.3,M1046,"2.2.2,8.3.5,8.3.6,8.6.3",CC6.1, ,4.4,Setting the boot loader password will require that anyone rebooting the system must enter a password before being able to set command line boot parameters.,19028,Ensure bootloader password is set.,Requiring a boot password upon execution of the boot loader will prevent an unauthorized user from entering boot parameters or changing the boot partition. This prevents users from weakening security (e.g. turning off AppArmor at boot time)., ,check,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0,"[""5.2""]", ,"[""TA0003""]","[""T1542""]","[""1.4.1""]","[""A.9.4.3""]","[""M1046""]","[""CC6.1""]","[""4.4""]","[""/boot/grub/grub.cfg""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
